bodyPart,equipment,gifUrl,name,target
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1631.gif,cable concentration curl,biceps
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0152.gif,cable concentration extension (on knee),triceps
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0153.gif,cable cross-over lateral pulldown,lats
shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0154.gif,cable cross-over revers fly,delts
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0155.gif,cable cross-over variation,pectorals
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0868.gif,cable curl,biceps
upper legs,cable,http://d205bpvrqc9yn1.cloudfront.net/0157.gif,cable deadlift,glutes
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0158.gif,cable decline fly,pectorals
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1260.gif,cable decline one arm press,pectorals
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1261.gif,cable decline press,pectorals
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0159.gif,cable decline seated wide-grip row,upper back
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1632.gif,cable drag curl,biceps
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0160.gif,cable floor seated wide-grip row,upper back
shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0161.gif,cable forward raise,delts
shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0162.gif,cable front raise,delts
shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0164.gif,cable front shoulder raise,delts
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0165.gif,cable hammer curl (with rope),biceps
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1722.gif,cable high pulley overhead tricep extension,triceps
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0167.gif,cable high row (kneeling),upper back
upper legs,cable,http://d205bpvrqc9yn1.cloudfront.net/0168.gif,cable hip adduction,adductors
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0169.gif,cable incline bench press,pectorals
back,cable,http://d205bpvrqc9yn1.cloudfront.net/1318.gif,cable incline bench row,upper back
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0171.gif,cable incline fly,pectorals
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0170.gif,cable incline fly (on stability ball),pectorals
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0172.gif,cable incline pushdown,lats
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0173.gif,cable incline triceps extension,triceps
waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0174.gif,cable judo flip,abs
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0860.gif,cable kickback,triceps
waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0175.gif,cable kneeling crunch,abs
shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/3697.gif,cable kneeling rear delt row (with rope) (male),delts
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0176.gif,cable kneeling triceps extension,triceps
back,cable,http://d205bpvrqc9yn1.cloudfront.net/2330.gif,cable lat pulldown full range of motion,lats
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0177.gif,cable lateral pulldown (with rope attachment),lats
back,cable,http://d205bpvrqc9yn1.cloudfront.net/2616.gif,cable lateral pulldown with v-bar,lats
shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0178.gif,cable lateral raise,delts
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0179.gif,cable low fly,pectorals
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0180.gif,cable low seated row,upper back
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1634.gif,cable lying bicep curl,biceps
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0182.gif,cable lying close-grip curl,biceps
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0184.gif,cable lying extension pullover (with rope attachment),lats
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0185.gif,cable lying fly,pectorals
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0186.gif,cable lying triceps extension v. 2,triceps
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0188.gif,cable middle fly,pectorals
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0189.gif,cable one arm bent over row,upper back
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0190.gif,cable one arm curl,biceps
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1262.gif,cable one arm decline chest fly,pectorals
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1263.gif,cable one arm fly on exercise ball,pectorals
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1264.gif,cable one arm incline fly on exercise ball,pectorals
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1265.gif,cable one arm incline press,pectorals
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1266.gif,cable one arm incline press on exercise ball,pectorals
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0191.gif,cable one arm lateral bent-over,pectorals
shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0192.gif,cable one arm lateral raise,delts
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1633.gif,cable one arm preacher curl,biceps
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1267.gif,cable one arm press on exercise ball,pectorals
back,cable,http://d205bpvrqc9yn1.cloudfront.net/3563.gif,cable one arm pulldown,lats
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1635.gif,cable one arm reverse preacher curl,biceps
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0193.gif,cable one arm straight back high row (kneeling),upper back
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1723.gif,cable one arm tricep pushdown,triceps
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1636.gif,cable overhead curl,biceps
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1637.gif,cable overhead curl on exercise ball,biceps
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0194.gif,cable overhead triceps extension (rope attachment),triceps
back,cable,http://d205bpvrqc9yn1.cloudfront.net/1319.gif,cable palm rotational row,upper back
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0195.gif,cable preacher curl,biceps
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1268.gif,cable press on exercise ball,pectorals
upper legs,cable,http://d205bpvrqc9yn1.cloudfront.net/0196.gif,cable pull through (with rope),glutes
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0198.gif,cable pulldown,lats
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0197.gif,cable pulldown (pro lat bar),lats
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1638.gif,cable pulldown bicep curl,biceps
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0201.gif,cable pushdown,triceps
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0199.gif,cable pushdown (straight arm) v. 2,lats
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0200.gif,cable pushdown (with rope attachment),triceps
shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0202.gif,cable rear delt row (stirrups),delts
shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0203.gif,cable rear delt row (with rope),delts
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0204.gif,cable rear drive,triceps
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0205.gif,cable rear pulldown,lats
waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0873.gif,cable reverse crunch,abs
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0206.gif,cable reverse curl,biceps
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/2406.gif,cable reverse grip triceps pushdown (sz-bar) (with arm blaster),triceps
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1413.gif,cable reverse one arm curl,biceps
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0209.gif,cable reverse preacher curl,biceps
lower arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0210.gif,cable reverse wrist curl,forearms
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0207.gif,cable reverse-grip pushdown,triceps
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0208.gif,cable reverse-grip straight back seated high row,upper back
back,cable,http://d205bpvrqc9yn1.cloudfront.net/1320.gif,cable rope crossover seated row,upper back
back,cable,http://d205bpvrqc9yn1.cloudfront.net/1321.gif,cable rope elevated seated row,upper back
back,cable,http://d205bpvrqc9yn1.cloudfront.net/1322.gif,cable rope extension incline bench row,upper back
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1639.gif,cable rope hammer preacher curl,biceps
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1724.gif,cable rope high pulley overhead tricep extension,triceps
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1725.gif,cable rope incline tricep extension,triceps
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1726.gif,cable rope lying on floor tricep extension,triceps
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1640.gif,cable rope one arm hammer preacher curl,biceps
back,cable,http://d205bpvrqc9yn1.cloudfront.net/1323.gif,cable rope seated row,upper back
waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0211.gif,cable russian twists (on stability ball),abs
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/2144.gif,cable seated chest press,pectorals
waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0212.gif,cable seated crunch,abs
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1641.gif,cable seated curl,biceps
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0213.gif,cable seated high row (v-bar),lats
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0214.gif,cable seated one arm alternate row,upper back
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1642.gif,cable seated one arm concentration curl,biceps
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1643.gif,cable seated overhead curl,biceps
shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0215.gif,cable seated rear lateral raise,delts
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0861.gif,cable seated row,upper back
shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0216.gif,cable seated shoulder internal rotation,delts
waist,cable,http://d205bpvrqc9yn1.cloudfront.net/2399.gif,cable seated twist,abs
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0218.gif,cable seated wide-grip row,upper back
shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0219.gif,cable shoulder press,delts
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0220.gif,cable shrug,traps
waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0222.gif,cable side bend,abs
waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0221.gif,cable side bend crunch (bosu ball),abs
waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0223.gif,cable side crunch,abs
back,cable,http://d205bpvrqc9yn1.cloudfront.net/1717.gif,cable squat row (with rope attachment),lats
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1644.gif,cable squatting curl,biceps
lower arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0224.gif,cable standing back wrist curl,forearms
lower legs,cable,http://d205bpvrqc9yn1.cloudfront.net/1375.gif,cable standing calf raise,calves
shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0225.gif,cable standing cross-over high reverse fly,delts
waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0226.gif,cable standing crunch,abs
waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0874.gif,cable standing crunch (with rope attachment),abs
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0227.gif,cable standing fly,pectorals
upper legs,cable,http://d205bpvrqc9yn1.cloudfront.net/0228.gif,cable standing hip extension,glutes
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0229.gif,cable standing inner curl,biceps
waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0230.gif,cable standing lift,abs
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0231.gif,cable standing one arm triceps extension,triceps
lower legs,cable,http://d205bpvrqc9yn1.cloudfront.net/1376.gif,cable standing one leg calf raise,calves
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0232.gif,cable standing pulldown (with rope),biceps
shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0233.gif,cable standing rear delt row (with rope),delts
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1727.gif,cable standing reverse grip one arm overhead tricep extension,triceps
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0234.gif,cable standing row (v-bar),upper back
shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0235.gif,cable standing shoulder external rotation,delts
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0236.gif,cable standing twist row (v-bar),upper back
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1269.gif,cable standing up straight crossovers,pectorals
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0238.gif,cable straight arm pulldown,lats
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0237.gif,cable straight arm pulldown (with rope),lats
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0239.gif,cable straight back seated row,upper back
shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0240.gif,cable supine reverse fly,delts
back,cable,http://d205bpvrqc9yn1.cloudfront.net/2464.gif,cable thibaudeau kayak row,lats
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0241.gif,cable triceps pushdown (v-bar),triceps
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/2405.gif,cable triceps pushdown (v-bar) (with arm blaster),triceps
waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0242.gif,cable tuck reverse crunch,abs
waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0243.gif,cable twist,abs
waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0862.gif,cable twist (up-down),abs
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0244.gif,cable twisting pull,lats
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1645.gif,cable two arm curl on incline bench,biceps
upper arms,cable,http://d205bpvrqc9yn1.cloudfront.net/1728.gif,cable two arm tricep kickback,triceps
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0245.gif,cable underhand pulldown,lats
chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1270.gif,cable upper chest crossovers,pectorals
back,cable,http://d205bpvrqc9yn1.cloudfront.net/1324.gif,cable upper row,upper back
shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0246.gif,cable upright row,delts
back,cable,http://d205bpvrqc9yn1.cloudfront.net/1325.gif,cable wide grip rear pulldown behind neck,lats
lower arms,cable,http://d205bpvrqc9yn1.cloudfront.net/0247.gif,cable wrist curl,forearms
lower legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1407.gif,calf push stretch with hands against wall,calves
lower legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1377.gif,calf stretch with hands against wall,calves
lower legs,rope,http://d205bpvrqc9yn1.cloudfront.net/1378.gif,calf stretch with rope,calves
back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0248.gif,cambered bar lying row,upper back
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/2963.gif,captains chair straight leg raise,abs
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1548.gif,chair leg extended stretch,quads
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/1271.gif,chest and front of shoulder stretch,pectorals
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/0251.gif,chest dip,pectorals
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/1430.gif,chest dip (on dip-pull-up cage),pectorals
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/2462.gif,chest dip on straight bar,pectorals
chest,stability ball,http://d205bpvrqc9yn1.cloudfront.net/1272.gif,chest stretch with exercise ball,pectorals
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/3216.gif,chest tap push-up (male),pectorals
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/1326.gif,chin-up,lats
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/0253.gif,chin-ups (narrow parallel grip),upper back
lower legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/0257.gif,circles knee stretch,calves
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/1273.gif,clap push up,pectorals
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/0258.gif,clock push-up,pectorals
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/1327.gif,close grip chin-up,lats
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/0259.gif,close-grip push-up,triceps
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/2398.gif,close-grip push-up (on knees),triceps
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0260.gif,cocoons,abs
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/1468.gif,crab twist toe touch,abs
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0262.gif,cross body crunch,abs
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0267.gif,crunch (hands overhead),abs
waist,stability ball,http://d205bpvrqc9yn1.cloudfront.net/0271.gif,crunch (on stability ball),abs
"waist,stability ball,http://d205bpvrqc9yn1.cloudfront.net/0272.gif,0272,""crunch (on stability ball, arms straight)"",abs",,,,
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0274.gif,crunch floor,abs
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/3016.gif,curl-up,abs
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/3769.gif,curtsey squat,glutes
cardio,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/2331.gif,cycle cross trainer,cardiovascular system
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0276.gif,dead bug,abs
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0277.gif,decline crunch,abs
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/0279.gif,decline push-up,pectorals
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0282.gif,decline sit-up,abs
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1274.gif,deep push up,pectorals
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/0283.gif,diamond push-up,triceps
lower legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/0284.gif,donkey calf raise,calves
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/1275.gif,drop push up,pectorals
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0285.gif,dumbbell alternate biceps curl,biceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2403.gif,dumbbell alternate biceps curl (with arm blaster),biceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1646.gif,dumbbell alternate hammer preacher curl,biceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1647.gif,dumbbell alternate preacher curl,biceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1648.gif,dumbbell alternate seated hammer curl,biceps
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0286.gif,dumbbell alternate side press,delts
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1649.gif,dumbbell alternating bicep curl with leg raised on exercise ball,biceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1650.gif,dumbbell alternating seated bicep curl on exercise ball,biceps
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2137.gif,dumbbell arnold press,delts
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0287.gif,dumbbell arnold press v. 2,delts
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0288.gif,dumbbell around pullover,pectorals
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0289.gif,dumbbell bench press,pectorals
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0290.gif,dumbbell bench seated press,delts
upper legs,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0291.gif,dumbbell bench squat,glutes
back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0293.gif,dumbbell bent over row,upper back
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1651.gif,dumbbell bicep curl lunge with bowling motion,biceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1652.gif,dumbbell bicep curl on exercise ball with leg raised,biceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1653.gif,dumbbell bicep curl with stork stance,biceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0294.gif,dumbbell biceps curl,biceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2401.gif,dumbbell biceps curl (with arm blaster),biceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1654.gif,dumbbell biceps curl reverse,biceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1655.gif,dumbbell biceps curl squat,biceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1656.gif,dumbbell biceps curl v sit on bosu ball,biceps
cardio,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1201.gif,dumbbell burpee,cardiovascular system
upper legs,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0295.gif,dumbbell clean,glutes
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1731.gif,dumbbell close grip press,triceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0296.gif,dumbbell close-grip press,triceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0297.gif,dumbbell concentration curl,biceps
upper legs,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/3635.gif,dumbbell contralateral forward lunge,glutes
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0298.gif,dumbbell cross body hammer curl,biceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1657.gif,dumbbell cross body hammer curl v. 2,biceps
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0299.gif,dumbbell cuban press,delts
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2136.gif,dumbbell cuban press v. 2,delts
upper legs,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0300.gif,dumbbell deadlift,glutes
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0301.gif,dumbbell decline bench press,pectorals
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0302.gif,dumbbell decline fly,pectorals
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0303.gif,dumbbell decline hammer press,pectorals
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1276.gif,dumbbell decline one arm fly,pectorals
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1617.gif,dumbbell decline one arm hammer press,triceps
back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0305.gif,dumbbell decline shrug,traps
back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0304.gif,dumbbell decline shrug v. 2,traps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0306.gif,dumbbell decline triceps extension,triceps
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0307.gif,dumbbell decline twist fly,pectorals
lower arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1437.gif,dumbbell finger curls,forearms
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0308.gif,dumbbell fly,pectorals
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1277.gif,dumbbell fly on exercise ball,pectorals
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1732.gif,dumbbell forward lunge triceps extension,triceps
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0310.gif,dumbbell front raise,delts
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0309.gif,dumbbell front raise v. 2,delts
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0311.gif,dumbbell full can lateral raise,delts
upper legs,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1760.gif,dumbbell goblet squat,quads
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0313.gif,dumbbell hammer curl,biceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1659.gif,dumbbell hammer curl on exercise ball,biceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0312.gif,dumbbell hammer curl v. 2,biceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2402.gif,dumbbell hammer curls (with arm blaster),biceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1664.gif,dumbbell high curl,biceps
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/3545.gif,dumbbell incline alternate press,pectorals
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0314.gif,dumbbell incline bench press,pectorals
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0315.gif,dumbbell incline biceps curl,biceps
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0316.gif,dumbbell incline breeding,pectorals
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0318.gif,dumbbell incline curl,biceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0317.gif,dumbbell incline curl v. 2,biceps
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0319.gif,dumbbell incline fly,pectorals
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1278.gif,dumbbell incline fly on exercise ball,pectorals
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0320.gif,dumbbell incline hammer curl,biceps
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0321.gif,dumbbell incline hammer press,pectorals
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1618.gif,dumbbell incline hammer press on exercise ball,triceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0322.gif,dumbbell incline inner biceps curl,biceps
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1279.gif,dumbbell incline one arm fly,pectorals
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1280.gif,dumbbell incline one arm fly on exercise ball,pectorals
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1619.gif,dumbbell incline one arm hammer press,triceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1620.gif,dumbbell incline one arm hammer press on exercise ball,triceps
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0323.gif,dumbbell incline one arm lateral raise,delts
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1281.gif,dumbbell incline one arm press,pectorals
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1282.gif,dumbbell incline one arm press on exercise ball,pectorals
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0324.gif,dumbbell incline palm-in press,pectorals
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1283.gif,dumbbell incline press on exercise ball,pectorals
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0325.gif,dumbbell incline raise,delts
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0326.gif,dumbbell incline rear lateral raise,delts
back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0327.gif,dumbbell incline row,upper back
